x-axis,3,4,MATH
+30.900E-06,+35.937500000E+00,+35.351562500E+00,-585.937500E-03
+31.000E-06,+35.742187500E+00,+35.546875000E+00,-195.312500E-03
+31.100E-06,+35.644531250E+00,+35.742187500E+00,+97.656250E-03
+31.200E-06,+36.230468750E+00,+35.546875000E+00,-683.593750E-03
+31.300E-06,+36.230468750E+00,+35.546875000E+00,-683.593750E-03
+31.400E-06,+36.132812500E+00,+35.644531250E+00,-488.281250E-03
+31.500E-06,+36.132812500E+00,+35.937500000E+00,-195.312500E-03
+31.600E-06,+36.328125000E+00,+35.742187500E+00,-585.937500E-03
+31.700E-06,+36.230468750E+00,+35.839843750E+00,-390.625000E-03
+31.800E-06,+36.425781250E+00,+35.937500000E+00,-488.281250E-03
+31.900E-06,+36.621093750E+00,+36.035156250E+00,-585.937500E-03
+32.000E-06,+36.328125000E+00,+35.839843750E+00,-488.281250E-03
+32.100E-06,+36.425781250E+00,+36.035156250E+00,-390.625000E-03
+32.200E-06,+36.718750000E+00,+36.132812500E+00,-585.937500E-03
+32.300E-06,+36.523437500E+00,+36.132812500E+00,-390.625000E-03
+32.400E-06,+36.523437500E+00,+36.132812500E+00,-390.625000E-03
+32.500E-06,+36.621093750E+00,+36.035156250E+00,-585.937500E-03
+32.600E-06,+36.718750000E+00,+36.230468750E+00,-488.281250E-03
+32.700E-06,+36.621093750E+00,+36.328125000E+00,-292.968750E-03
+32.800E-06,+36.816406250E+00,+36.425781250E+00,-390.625000E-03
+32.900E-06,+36.914062500E+00,+36.523437500E+00,-390.625000E-03
+33.000E-06,+36.816406250E+00,+36.621093750E+00,-195.312500E-03
+33.100E-06,+36.816406250E+00,+36.425781250E+00,-390.625000E-03
+33.200E-06,+37.011718750E+00,+36.523437500E+00,-488.281250E-03
+33.300E-06,+37.011718750E+00,+36.523437500E+00,-488.281250E-03
+33.400E-06,+37.109375000E+00,+36.523437500E+00,-585.937500E-03
+33.500E-06,+36.914062500E+00,+36.718750000E+00,-195.312500E-03
+33.600E-06,+37.011718750E+00,+36.621093750E+00,-390.625000E-03
+33.700E-06,+37.207031250E+00,+36.914062500E+00,-292.968750E-03
+33.800E-06,+37.207031250E+00,+36.718750000E+00,-488.281250E-03
+33.900E-06,+37.304687500E+00,+36.914062500E+00,-390.625000E-03
+34.000E-06,+37.109375000E+00,+36.718750000E+00,-390.625000E-03
+34.100E-06,+37.304687500E+00,+37.109375000E+00,-195.312500E-03
+34.200E-06,+37.402343750E+00,+36.816406250E+00,-585.937500E-03
+34.300E-06,+37.402343750E+00,+37.011718750E+00,-390.625000E-03
+34.400E-06,+37.402343750E+00,+37.304687500E+00,-97.656250E-03
+34.500E-06,+37.500000000E+00,+37.304687500E+00,-195.312500E-03
+34.600E-06,+37.597656250E+00,+37.207031250E+00,-390.625000E-03
+34.700E-06,+37.597656250E+00,+37.304687500E+00,-292.968750E-03
+34.800E-06,+37.500000000E+00,+37.304687500E+00,-195.312500E-03
+34.900E-06,+37.890625000E+00,+37.500000000E+00,-390.625000E-03
+35.000E-06,+37.695312500E+00,+37.500000000E+00,-195.312500E-03
+35.100E-06,+37.890625000E+00,+37.500000000E+00,-390.625000E-03
+35.200E-06,+37.890625000E+00,+37.500000000E+00,-390.625000E-03
+35.300E-06,+37.792968750E+00,+37.597656250E+00,-195.312500E-03
+35.400E-06,+37.988281250E+00,+37.597656250E+00,-390.625000E-03
+35.500E-06,+38.183593750E+00,+37.500000000E+00,-683.593750E-03
+35.600E-06,+38.085937500E+00,+37.597656250E+00,-488.281250E-03
+35.700E-06,+37.988281250E+00,+37.695312500E+00,-292.968750E-03
+35.800E-06,+38.085937500E+00,+37.597656250E+00,-488.281250E-03
+35.900E-06,+38.183593750E+00,+37.890625000E+00,-292.968750E-03
+36.000E-06,+38.281250000E+00,+37.792968750E+00,-488.281250E-03
+36.100E-06,+38.281250000E+00,+37.988281250E+00,-292.968750E-03
+36.200E-06,+38.378906250E+00,+37.792968750E+00,-585.937500E-03
+36.300E-06,+38.476562500E+00,+37.792968750E+00,-683.593750E-03
+36.400E-06,+38.378906250E+00,+37.890625000E+00,-488.281250E-03
+36.500E-06,+38.574218750E+00,+37.890625000E+00,-683.593750E-03
+36.600E-06,+38.574218750E+00,+38.085937500E+00,-488.281250E-03
+36.700E-06,+38.671875000E+00,+38.281250000E+00,-390.625000E-03
+36.800E-06,+38.671875000E+00,+38.085937500E+00,-585.937500E-03
+36.900E-06,+38.867187500E+00,+38.085937500E+00,-781.250000E-03
+37.000E-06,+38.769531250E+00,+38.476562500E+00,-292.968750E-03
+37.100E-06,+38.671875000E+00,+38.281250000E+00,-390.625000E-03
+37.200E-06,+38.867187500E+00,+38.378906250E+00,-488.281250E-03
+37.300E-06,+38.769531250E+00,+38.671875000E+00,-97.656250E-03
+37.400E-06,+38.867187500E+00,+38.378906250E+00,-488.281250E-03
+37.500E-06,+39.062500000E+00,+38.671875000E+00,-390.625000E-03
+37.600E-06,+39.257812500E+00,+38.574218750E+00,-683.593750E-03
+37.700E-06,+39.062500000E+00,+38.574218750E+00,-488.281250E-03
+37.800E-06,+39.257812500E+00,+38.671875000E+00,-585.937500E-03
+37.900E-06,+39.062500000E+00,+38.769531250E+00,-292.968750E-03
+38.000E-06,+39.257812500E+00,+38.769531250E+00,-488.281250E-03
+38.100E-06,+39.160156250E+00,+38.867187500E+00,-292.968750E-03
+38.200E-06,+39.257812500E+00,+38.964843750E+00,-292.968750E-03
+38.300E-06,+39.160156250E+00,+39.160156250E+00,-0.0E+00
+38.400E-06,+39.355468750E+00,+39.062500000E+00,-292.968750E-03
+38.500E-06,+39.648437500E+00,+39.160156250E+00,-488.281250E-03
+38.600E-06,+39.648437500E+00,+38.867187500E+00,-781.250000E-03
+38.700E-06,+39.746093750E+00,+39.062500000E+00,-683.593750E-03
+38.800E-06,+39.550781250E+00,+39.160156250E+00,-390.625000E-03
+38.900E-06,+39.648437500E+00,+39.257812500E+00,-390.625000E-03
+39.000E-06,+39.746093750E+00,+39.062500000E+00,-683.593750E-03
+39.100E-06,+39.453125000E+00,+39.062500000E+00,-390.625000E-03
+39.200E-06,+39.648437500E+00,+39.355468750E+00,-292.968750E-03
+39.300E-06,+39.843750000E+00,+39.355468750E+00,-488.281250E-03
+39.400E-06,+39.843750000E+00,+39.257812500E+00,-585.937500E-03
+39.500E-06,+39.941406250E+00,+39.355468750E+00,-585.937500E-03
+39.600E-06,+39.941406250E+00,+39.550781250E+00,-390.625000E-03
+39.700E-06,+40.039062500E+00,+39.453125000E+00,-585.937500E-03
+39.800E-06,+40.136718750E+00,+39.257812500E+00,-878.906250E-03
+39.900E-06,+39.941406250E+00,+39.453125000E+00,-488.281250E-03
+40.000E-06,+40.332031250E+00,+39.843750000E+00,-488.281250E-03
+40.100E-06,+40.039062500E+00,+39.648437500E+00,-390.625000E-03
+40.200E-06,+40.136718750E+00,+39.648437500E+00,-488.281250E-03
+40.300E-06,+40.429687500E+00,+39.941406250E+00,-488.281250E-03
+40.400E-06,+40.429687500E+00,+39.843750000E+00,-585.937500E-03
+40.500E-06,+40.527343750E+00,+40.136718750E+00,-390.625000E-03
+40.600E-06,+40.332031250E+00,+40.039062500E+00,-292.968750E-03
+40.700E-06,+40.527343750E+00,+40.039062500E+00,-488.281250E-03
+40.800E-06,+40.722656250E+00,+40.234375000E+00,-488.281250E-03
+40.900E-06,+40.625000000E+00,+40.234375000E+00,-390.625000E-03
+41.000E-06,+40.820312500E+00,+40.234375000E+00,-585.937500E-03
+41.100E-06,+40.820312500E+00,+40.136718750E+00,-683.593750E-03
+41.200E-06,+40.917968750E+00,+40.234375000E+00,-683.593750E-03
+41.300E-06,+40.917968750E+00,+40.332031250E+00,-585.937500E-03
+41.400E-06,+40.820312500E+00,+40.429687500E+00,-390.625000E-03
+41.500E-06,+40.820312500E+00,+40.039062500E+00,-781.250000E-03
+41.600E-06,+41.210937500E+00,+40.234375000E+00,-976.562500E-03
+41.700E-06,+40.820312500E+00,+40.136718750E+00,-683.593750E-03
+41.800E-06,+41.015625000E+00,+40.429687500E+00,-585.937500E-03
+41.900E-06,+41.210937500E+00,+40.527343750E+00,-683.593750E-03
+42.000E-06,+41.503906250E+00,+40.722656250E+00,-781.250000E-03
+42.100E-06,+41.503906250E+00,+40.722656250E+00,-781.250000E-03
+42.200E-06,+41.308593750E+00,+40.625000000E+00,-683.593750E-03
+42.300E-06,+41.406250000E+00,+40.722656250E+00,-683.593750E-03
+42.400E-06,+41.503906250E+00,+40.722656250E+00,-781.250000E-03
+42.500E-06,+41.406250000E+00,+40.820312500E+00,-585.937500E-03
+42.600E-06,+41.601562500E+00,+41.015625000E+00,-585.937500E-03
+42.700E-06,+41.308593750E+00,+40.917968750E+00,-390.625000E-03
+42.800E-06,+41.406250000E+00,+41.015625000E+00,-390.625000E-03
+42.900E-06,+41.601562500E+00,+41.210937500E+00,-390.625000E-03
+43.000E-06,+41.894531250E+00,+41.503906250E+00,-390.625000E-03
+43.100E-06,+41.406250000E+00,+41.210937500E+00,-195.312500E-03
+43.200E-06,+41.699218750E+00,+41.113281250E+00,-585.937500E-03
+43.300E-06,+41.796875000E+00,+41.308593750E+00,-488.281250E-03
+43.400E-06,+41.894531250E+00,+41.308593750E+00,-585.937500E-03
+43.500E-06,+41.894531250E+00,+41.406250000E+00,-488.281250E-03
+43.600E-06,+42.187500000E+00,+41.210937500E+00,-976.562500E-03
+43.700E-06,+41.796875000E+00,+41.601562500E+00,-195.312500E-03
+43.800E-06,+42.187500000E+00,+41.796875000E+00,-390.625000E-03
+43.900E-06,+42.285156250E+00,+41.503906250E+00,-781.250000E-03
+44.000E-06,+41.992187500E+00,+41.796875000E+00,-195.312500E-03
+44.100E-06,+42.089843750E+00,+41.699218750E+00,-390.625000E-03
+44.200E-06,+42.382812500E+00,+41.601562500E+00,-781.250000E-03
+44.300E-06,+42.089843750E+00,+41.992187500E+00,-97.656250E-03
+44.400E-06,+42.187500000E+00,+41.796875000E+00,-390.625000E-03
+44.500E-06,+42.480468750E+00,+41.894531250E+00,-585.937500E-03
+44.600E-06,+42.480468750E+00,+41.992187500E+00,-488.281250E-03
+44.700E-06,+42.675781250E+00,+41.796875000E+00,-878.906250E-03
+44.800E-06,+42.675781250E+00,+41.992187500E+00,-683.593750E-03
+44.900E-06,+42.871093750E+00,+41.992187500E+00,-878.906250E-03
+45.000E-06,+42.675781250E+00,+41.992187500E+00,-683.593750E-03
+45.100E-06,+42.871093750E+00,+42.089843750E+00,-781.250000E-03
+45.200E-06,+42.773437500E+00,+42.187500000E+00,-585.937500E-03
+45.300E-06,+42.871093750E+00,+42.285156250E+00,-585.937500E-03
+45.400E-06,+42.968750000E+00,+42.382812500E+00,-585.937500E-03
+45.500E-06,+43.066406250E+00,+42.285156250E+00,-781.250000E-03
+45.600E-06,+42.968750000E+00,+42.480468750E+00,-488.281250E-03
+45.700E-06,+43.066406250E+00,+42.480468750E+00,-585.937500E-03
+45.800E-06,+43.066406250E+00,+42.382812500E+00,-683.593750E-03
+45.900E-06,+43.066406250E+00,+42.480468750E+00,-585.937500E-03
+46.000E-06,+42.968750000E+00,+42.773437500E+00,-195.312500E-03
+46.100E-06,+43.359375000E+00,+42.675781250E+00,-683.593750E-03
+46.200E-06,+43.457031250E+00,+42.578125000E+00,-878.906250E-03
+46.300E-06,+43.457031250E+00,+42.675781250E+00,-781.250000E-03
+46.400E-06,+43.457031250E+00,+42.675781250E+00,-781.250000E-03
+46.500E-06,+43.164062500E+00,+42.675781250E+00,-488.281250E-03
+46.600E-06,+43.359375000E+00,+42.871093750E+00,-488.281250E-03
+46.700E-06,+43.457031250E+00,+42.773437500E+00,-683.593750E-03
+46.800E-06,+43.359375000E+00,+42.871093750E+00,-488.281250E-03
+46.900E-06,+43.652343750E+00,+43.066406250E+00,-585.937500E-03
+47.000E-06,+43.554687500E+00,+42.968750000E+00,-585.937500E-03
+47.100E-06,+43.652343750E+00,+42.871093750E+00,-781.250000E-03
+47.200E-06,+43.750000000E+00,+43.164062500E+00,-585.937500E-03
+47.300E-06,+43.554687500E+00,+43.066406250E+00,-488.281250E-03
+47.400E-06,+43.652343750E+00,+42.968750000E+00,-683.593750E-03
+47.500E-06,+44.140625000E+00,+43.457031250E+00,-683.593750E-03
+47.600E-06,+43.847656250E+00,+43.359375000E+00,-488.281250E-03
+47.700E-06,+43.750000000E+00,+43.554687500E+00,-195.312500E-03
+47.800E-06,+44.140625000E+00,+43.554687500E+00,-585.937500E-03
+47.900E-06,+43.945312500E+00,+43.457031250E+00,-488.281250E-03
+48.000E-06,+43.750000000E+00,+43.652343750E+00,-97.656250E-03
+48.100E-06,+44.042968750E+00,+43.945312500E+00,-97.656250E-03
+48.200E-06,+44.140625000E+00,+43.554687500E+00,-585.937500E-03
+48.300E-06,+44.335937500E+00,+43.750000000E+00,-585.937500E-03
+48.400E-06,+44.140625000E+00,+43.750000000E+00,-390.625000E-03
+48.500E-06,+44.433593750E+00,+43.652343750E+00,-781.250000E-03
+48.600E-06,+44.335937500E+00,+43.847656250E+00,-488.281250E-03
+48.700E-06,+44.433593750E+00,+43.750000000E+00,-683.593750E-03
+48.800E-06,+44.531250000E+00,+43.750000000E+00,-781.250000E-03
+48.900E-06,+44.726562500E+00,+44.042968750E+00,-683.593750E-03
+49.000E-06,+44.433593750E+00,+44.042968750E+00,-390.625000E-03
+49.100E-06,+44.628906250E+00,+43.945312500E+00,-683.593750E-03
+49.200E-06,+44.726562500E+00,+44.042968750E+00,-683.593750E-03
+49.300E-06,+44.726562500E+00,+44.140625000E+00,-585.937500E-03
+49.400E-06,+44.824218750E+00,+44.140625000E+00,-683.593750E-03
+49.500E-06,+44.824218750E+00,+44.335937500E+00,-488.281250E-03
+49.600E-06,+44.824218750E+00,+44.531250000E+00,-292.968750E-03
+49.700E-06,+45.019531250E+00,+44.238281250E+00,-781.250000E-03
+49.800E-06,+44.921875000E+00,+44.531250000E+00,-390.625000E-03
+49.900E-06,+44.726562500E+00,+44.433593750E+00,-292.968750E-03
+50.000E-06,+44.921875000E+00,+44.726562500E+00,-195.312500E-03
+50.100E-06,+44.921875000E+00,+44.531250000E+00,-390.625000E-03
+50.200E-06,+45.214843750E+00,+44.628906250E+00,-585.937500E-03
+50.300E-06,+45.117187500E+00,+44.628906250E+00,-488.281250E-03
+50.400E-06,+45.117187500E+00,+44.726562500E+00,-390.625000E-03
+50.500E-06,+45.312500000E+00,+44.726562500E+00,-585.937500E-03
+50.600E-06,+45.117187500E+00,+44.921875000E+00,-195.312500E-03
+50.700E-06,+45.312500000E+00,+44.921875000E+00,-390.625000E-03
+50.800E-06,+45.312500000E+00,+44.726562500E+00,-585.937500E-03
+50.900E-06,+45.312500000E+00,+45.019531250E+00,-292.968750E-03
+51.000E-06,+45.312500000E+00,+45.117187500E+00,-195.312500E-03
+51.100E-06,+45.507812500E+00,+45.214843750E+00,-292.968750E-03
+51.200E-06,+45.410156250E+00,+45.019531250E+00,-390.625000E-03
+51.300E-06,+45.410156250E+00,+44.921875000E+00,-488.281250E-03
+51.400E-06,+45.507812500E+00,+45.312500000E+00,-195.312500E-03
+51.500E-06,+45.605468750E+00,+45.312500000E+00,-292.968750E-03
+51.600E-06,+45.605468750E+00,+45.507812500E+00,-97.656250E-03
+51.700E-06,+45.800781250E+00,+45.312500000E+00,-488.281250E-03
+51.800E-06,+45.703125000E+00,+45.410156250E+00,-292.968750E-03
+51.900E-06,+45.800781250E+00,+45.312500000E+00,-488.281250E-03
+52.000E-06,+45.898437500E+00,+45.605468750E+00,-292.968750E-03
+52.100E-06,+45.898437500E+00,+45.507812500E+00,-390.625000E-03
+52.200E-06,+45.996093750E+00,+45.703125000E+00,-292.968750E-03
+52.300E-06,+46.093750000E+00,+45.605468750E+00,-488.281250E-03
+52.400E-06,+45.996093750E+00,+45.605468750E+00,-390.625000E-03
+52.500E-06,+46.093750000E+00,+45.996093750E+00,-97.656250E-03
+52.600E-06,+45.996093750E+00,+46.093750000E+00,+97.656250E-03
+52.700E-06,+46.093750000E+00,+45.898437500E+00,-195.312500E-03
+52.800E-06,+46.191406250E+00,+45.996093750E+00,-195.312500E-03
+52.900E-06,+46.093750000E+00,+46.093750000E+00,-0.0E+00
+53.000E-06,+46.386718750E+00,+46.093750000E+00,-292.968750E-03
+53.100E-06,+46.386718750E+00,+46.289062500E+00,-97.656250E-03
+53.200E-06,+46.582031250E+00,+45.898437500E+00,-683.593750E-03
+53.300E-06,+46.582031250E+00,+46.191406250E+00,-390.625000E-03
+53.400E-06,+46.484375000E+00,+45.996093750E+00,-488.281250E-03
+53.500E-06,+46.777343750E+00,+46.386718750E+00,-390.625000E-03
+53.600E-06,+46.484375000E+00,+46.289062500E+00,-195.312500E-03
+53.700E-06,+46.679687500E+00,+46.484375000E+00,-195.312500E-03
+53.800E-06,+46.679687500E+00,+46.484375000E+00,-195.312500E-03
+53.900E-06,+46.875000000E+00,+46.582031250E+00,-292.968750E-03
+54.000E-06,+46.875000000E+00,+46.582031250E+00,-292.968750E-03
+54.100E-06,+46.777343750E+00,+46.386718750E+00,-390.625000E-03
+54.200E-06,+46.972656250E+00,+46.679687500E+00,-292.968750E-03
+54.300E-06,+47.070312500E+00,+46.582031250E+00,-488.281250E-03
+54.400E-06,+47.167968750E+00,+46.875000000E+00,-292.968750E-03
+54.500E-06,+47.167968750E+00,+46.679687500E+00,-488.281250E-03
+54.600E-06,+47.167968750E+00,+46.972656250E+00,-195.312500E-03
+54.700E-06,+47.167968750E+00,+46.972656250E+00,-195.312500E-03
+54.800E-06,+47.265625000E+00,+46.777343750E+00,-488.281250E-03
+54.900E-06,+47.363281250E+00,+46.972656250E+00,-390.625000E-03
+55.000E-06,+47.460937500E+00,+46.875000000E+00,-585.937500E-03
+55.100E-06,+47.460937500E+00,+46.875000000E+00,-585.937500E-03
+55.200E-06,+47.656250000E+00,+47.070312500E+00,-585.937500E-03
+55.300E-06,+47.460937500E+00,+47.167968750E+00,-292.968750E-03
+55.400E-06,+47.753906250E+00,+47.265625000E+00,-488.281250E-03
+55.500E-06,+47.656250000E+00,+47.363281250E+00,-292.968750E-03
+55.600E-06,+47.558593750E+00,+47.167968750E+00,-390.625000E-03
+55.700E-06,+47.558593750E+00,+47.460937500E+00,-97.656250E-03
+55.800E-06,+48.046875000E+00,+47.558593750E+00,-488.281250E-03
+55.900E-06,+47.949218750E+00,+47.460937500E+00,-488.281250E-03
+56.000E-06,+47.949218750E+00,+47.363281250E+00,-585.937500E-03
+56.100E-06,+47.949218750E+00,+47.558593750E+00,-390.625000E-03
+56.200E-06,+47.949218750E+00,+47.363281250E+00,-585.937500E-03
+56.300E-06,+47.949218750E+00,+47.656250000E+00,-292.968750E-03
+56.400E-06,+48.046875000E+00,+47.753906250E+00,-292.968750E-03
+56.500E-06,+48.046875000E+00,+47.851562500E+00,-195.312500E-03
+56.600E-06,+48.144531250E+00,+47.851562500E+00,-292.968750E-03
+56.700E-06,+48.046875000E+00,+47.949218750E+00,-97.656250E-03
+56.800E-06,+48.339843750E+00,+48.144531250E+00,-195.312500E-03
+56.900E-06,+48.242187500E+00,+47.851562500E+00,-390.625000E-03
+57.000E-06,+48.242187500E+00,+48.144531250E+00,-97.656250E-03
+57.100E-06,+48.339843750E+00,+47.851562500E+00,-488.281250E-03
+57.200E-06,+48.339843750E+00,+47.851562500E+00,-488.281250E-03
+57.300E-06,+48.339843750E+00,+47.753906250E+00,-585.937500E-03
+57.400E-06,+48.535156250E+00,+48.242187500E+00,-292.968750E-03
+57.500E-06,+48.535156250E+00,+48.242187500E+00,-292.968750E-03
+57.600E-06,+48.437500000E+00,+48.242187500E+00,-195.312500E-03
+57.700E-06,+48.632812500E+00,+48.437500000E+00,-195.312500E-03
+57.800E-06,+48.730468750E+00,+48.437500000E+00,-292.968750E-03
+57.900E-06,+48.925781250E+00,+48.535156250E+00,-390.625000E-03
+58.000E-06,+48.925781250E+00,+48.437500000E+00,-488.281250E-03
+58.100E-06,+49.023437500E+00,+48.632812500E+00,-390.625000E-03
+58.200E-06,+48.730468750E+00,+48.730468750E+00,+0.0E+00
+58.300E-06,+48.535156250E+00,+48.730468750E+00,+195.312500E-03
+58.400E-06,+48.828125000E+00,+48.828125000E+00,-0.0E+00
+58.500E-06,+49.023437500E+00,+48.828125000E+00,-195.312500E-03
+58.600E-06,+49.218750000E+00,+48.828125000E+00,-390.625000E-03
+58.700E-06,+49.218750000E+00,+48.828125000E+00,-390.625000E-03
+58.800E-06,+49.121093750E+00,+48.925781250E+00,-195.312500E-03
+58.900E-06,+49.218750000E+00,+49.023437500E+00,-195.312500E-03
+59.000E-06,+49.316406250E+00,+49.121093750E+00,-195.312500E-03
+59.100E-06,+49.218750000E+00,+48.925781250E+00,-292.968750E-03
+59.200E-06,+49.414062500E+00,+49.218750000E+00,-195.312500E-03
+59.300E-06,+49.218750000E+00,+49.316406250E+00,+97.656250E-03
+59.400E-06,+49.218750000E+00,+49.218750000E+00,-0.0E+00
+59.500E-06,+49.218750000E+00,+49.121093750E+00,-97.656250E-03
+59.600E-06,+49.316406250E+00,+49.414062500E+00,+97.656250E-03
+59.700E-06,+49.609375000E+00,+49.414062500E+00,-195.312500E-03
+59.800E-06,+49.609375000E+00,+49.316406250E+00,-292.968750E-03
+59.900E-06,+49.414062500E+00,+49.707031250E+00,+292.968750E-03
+60.000E-06,+49.804687500E+00,+49.414062500E+00,-390.625000E-03
+60.100E-06,+49.902343750E+00,+49.609375000E+00,-292.968750E-03
+60.200E-06,+50.000000000E+00,+49.707031250E+00,-292.968750E-03
+60.300E-06,+50.000000000E+00,+49.511718750E+00,-488.281250E-03
+60.400E-06,+50.000000000E+00,+49.707031250E+00,-292.968750E-03
