x-axis,3,4,MATH
second,Volt,Volt,Volt
-39.2000E-06,+3.7109375000E+00,+2.4414062500E+00,-1.2695312500E+00
-39.0000E-06,+3.8085937500E+00,+2.4414062500E+00,-1.3671875000E+00
-38.8000E-06,+3.9062500000E+00,+2.6367187500E+00,-1.2695312500E+00
-38.6000E-06,+3.9062500000E+00,+2.6367187500E+00,-1.2695312500E+00
-38.4000E-06,+3.9062500000E+00,+2.8320312500E+00,-1.0742187500E+00
-38.2000E-06,+4.0039062500E+00,+2.7343750000E+00,-1.2695312500E+00
-38.0000E-06,+4.2968750000E+00,+3.1250000000E+00,-1.1718750000E+00
-37.8000E-06,+4.3945312500E+00,+3.0273437500E+00,-1.3671875000E+00
-37.6000E-06,+4.4921875000E+00,+3.0273437500E+00,-1.4648437500E+00
-37.4000E-06,+4.5898437500E+00,+3.1250000000E+00,-1.4648437500E+00
-37.2000E-06,+4.4921875000E+00,+3.2226562500E+00,-1.2695312500E+00
-37.0000E-06,+4.7851562500E+00,+3.3203125000E+00,-1.4648437500E+00
-36.8000E-06,+4.7851562500E+00,+3.4179687500E+00,-1.3671875000E+00
-36.6000E-06,+4.7851562500E+00,+3.5156250000E+00,-1.2695312500E+00
-36.4000E-06,+4.9804687500E+00,+3.6132812500E+00,-1.3671875000E+00
-36.2000E-06,+5.0781250000E+00,+3.7109375000E+00,-1.3671875000E+00
-36.0000E-06,+5.2734375000E+00,+3.8085937500E+00,-1.4648437500E+00
-35.8000E-06,+5.3710937500E+00,+4.1015625000E+00,-1.2695312500E+00
-35.6000E-06,+5.1757812500E+00,+3.9062500000E+00,-1.2695312500E+00
-35.4000E-06,+5.3710937500E+00,+4.0039062500E+00,-1.3671875000E+00
-35.2000E-06,+5.4687500000E+00,+4.1015625000E+00,-1.3671875000E+00
-35.0000E-06,+5.5664062500E+00,+4.2968750000E+00,-1.2695312500E+00
-34.8000E-06,+5.5664062500E+00,+4.1992187500E+00,-1.3671875000E+00
-34.6000E-06,+5.8593750000E+00,+4.3945312500E+00,-1.4648437500E+00
-34.4000E-06,+5.7617187500E+00,+4.4921875000E+00,-1.2695312500E+00
-34.2000E-06,+5.9570312500E+00,+4.5898437500E+00,-1.3671875000E+00
-34.0000E-06,+6.0546875000E+00,+4.5898437500E+00,-1.4648437500E+00
-33.8000E-06,+6.0546875000E+00,+4.5898437500E+00,-1.4648437500E+00
-33.6000E-06,+6.2500000000E+00,+4.8828125000E+00,-1.3671875000E+00
-33.4000E-06,+6.3476562500E+00,+4.9804687500E+00,-1.3671875000E+00
-33.2000E-06,+6.2500000000E+00,+4.9804687500E+00,-1.2695312500E+00
-33.0000E-06,+6.3476562500E+00,+5.1757812500E+00,-1.1718750000E+00
-32.8000E-06,+6.5429687500E+00,+5.2734375000E+00,-1.2695312500E+00
-32.6000E-06,+6.5429687500E+00,+5.2734375000E+00,-1.2695312500E+00
-32.4000E-06,+6.6406250000E+00,+5.3710937500E+00,-1.2695312500E+00
-32.2000E-06,+6.8359375000E+00,+5.4687500000E+00,-1.3671875000E+00
-32.0000E-06,+7.1289062500E+00,+5.5664062500E+00,-1.5625000000E+00
-31.8000E-06,+7.1289062500E+00,+5.8593750000E+00,-1.2695312500E+00
-31.6000E-06,+7.3242187500E+00,+5.9570312500E+00,-1.3671875000E+00
-31.4000E-06,+7.2265625000E+00,+5.9570312500E+00,-1.2695312500E+00
-31.2000E-06,+7.1289062500E+00,+5.9570312500E+00,-1.1718750000E+00
-31.0000E-06,+7.3242187500E+00,+6.1523437500E+00,-1.1718750000E+00
-30.8000E-06,+7.5195312500E+00,+6.1523437500E+00,-1.3671875000E+00
-30.6000E-06,+7.5195312500E+00,+6.2500000000E+00,-1.2695312500E+00
-30.4000E-06,+7.6171875000E+00,+6.3476562500E+00,-1.2695312500E+00
-30.2000E-06,+7.9101562500E+00,+6.4453125000E+00,-1.4648437500E+00
-30.0000E-06,+7.9101562500E+00,+6.4453125000E+00,-1.4648437500E+00
-29.8000E-06,+8.0078125000E+00,+6.7382812500E+00,-1.2695312500E+00
-29.6000E-06,+8.1054687500E+00,+6.7382812500E+00,-1.3671875000E+00
-29.4000E-06,+8.1054687500E+00,+6.8359375000E+00,-1.2695312500E+00
-29.2000E-06,+8.3984375000E+00,+7.0312500000E+00,-1.3671875000E+00
-29.0000E-06,+8.3984375000E+00,+7.1289062500E+00,-1.2695312500E+00
-28.8000E-06,+8.4960937500E+00,+7.2265625000E+00,-1.2695312500E+00
-28.6000E-06,+8.6914062500E+00,+7.3242187500E+00,-1.3671875000E+00
-28.4000E-06,+8.6914062500E+00,+7.3242187500E+00,-1.3671875000E+00
-28.2000E-06,+8.8867187500E+00,+7.5195312500E+00,-1.3671875000E+00
-28.0000E-06,+8.9843750000E+00,+7.5195312500E+00,-1.4648437500E+00
-27.8000E-06,+8.7890625000E+00,+7.6171875000E+00,-1.1718750000E+00
-27.6000E-06,+8.9843750000E+00,+7.7148437500E+00,-1.2695312500E+00
-27.4000E-06,+9.1796875000E+00,+7.8125000000E+00,-1.3671875000E+00
-27.2000E-06,+9.1796875000E+00,+7.9101562500E+00,-1.2695312500E+00
-27.0000E-06,+9.2773437500E+00,+8.1054687500E+00,-1.1718750000E+00
-26.8000E-06,+9.4726562500E+00,+8.1054687500E+00,-1.3671875000E+00
-26.6000E-06,+9.5703125000E+00,+8.2031250000E+00,-1.3671875000E+00
-26.4000E-06,+9.6679687500E+00,+8.3007812500E+00,-1.3671875000E+00
-26.2000E-06,+9.5703125000E+00,+8.3984375000E+00,-1.1718750000E+00
-26.0000E-06,+9.7656250000E+00,+8.5937500000E+00,-1.1718750000E+00
-25.8000E-06,+9.8632812500E+00,+8.5937500000E+00,-1.2695312500E+00
-25.6000E-06,+10.0585937500E+00,+8.4960937500E+00,-1.5625000000E+00
-25.4000E-06,+9.9609375000E+00,+8.8867187500E+00,-1.0742187500E+00
-25.2000E-06,+10.0585937500E+00,+8.9843750000E+00,-1.0742187500E+00
-25.0000E-06,+10.2539062500E+00,+9.1796875000E+00,-1.0742187500E+00
-24.8000E-06,+10.2539062500E+00,+9.1796875000E+00,-1.0742187500E+00
-24.6000E-06,+10.2539062500E+00,+9.1796875000E+00,-1.0742187500E+00
-24.4000E-06,+10.3515625000E+00,+9.4726562500E+00,-878.9062500E-03
-24.2000E-06,+10.4492187500E+00,+9.4726562500E+00,-976.5625000E-03
-24.0000E-06,+10.6445312500E+00,+9.4726562500E+00,-1.1718750000E+00
-23.8000E-06,+10.6445312500E+00,+9.6679687500E+00,-976.5625000E-03
